:START_ID(r),:END_ID(c)
02528570X,c8ff13b0-bf62-3549-9c45-9b2483bbabd0
025285769,4450c64b-772e-3d3d-ad73-fca2115d9bce
025285769,5645f089-cff8-305c-9d18-f8e2f6d9607d
025285785,a10db0f5-e626-3481-9cc4-8e062dd6fdd6
025285807,38dbd345-7d63-3a47-9809-e3e9cfc86457
025285807,b9383991-0c86-3979-abb2-035e28c825ae
025285815,59d1f088-d348-39de-a330-9195c161d0c2
025285815,2224d0f3-d773-3e36-b68f-baaa3a250306
025285874,71287b7a-0678-3272-97b9-d61e56df544d
025285890,b25a7a27-dcec-3eca-a6ad-e917024e7732
025285890,ec27d297-0403-3e2f-b892-da49f91bf0e5
025285955,f309be6b-10b6-3065-b508-953c4a00c15d
025285955,946ce8a4-a708-3169-8be7-963e85bba7ad
02528598X,befd997a-b77e-369d-af0e-556eaacc0ff6
025285998,e52c14eb-ceb1-3033-9960-bc0675130f23
025285998,ac3b94ab-a200-3031-aef2-934bc2ac5469
025286005,dd176923-a6fc-38fc-8da6-7d766cd2e487
025286005,c674d1de-1e79-3657-a136-092a9cc31a1a
025286005,0f489a1c-4422-34c0-b969-e276315a54f3
02528603X,f36d1747-0484-3806-8ce8-caf841487ed2
025286064,c9bc714c-fe84-3c93-b721-32d373b91ee1
025286064,e7443b64-65ab-3123-bc27-83d62fcfc16e
025286137,abb49cc6-8ede-3ef0-be27-8f156fa73043
025286137,8aff21bf-8e6a-3108-a9e3-c0fe361fb1e2
025286196,28bb9001-c796-3e80-a4b7-0a4dd34c5075
025286196,ac714ddd-9564-33fa-84ad-b57f86e5121c
025286196,9aaafe79-b609-3fa5-a91f-e9c040e0ccd1
025286226,61d03eba-02c1-3744-b5ca-2d1b4315ef0f
025286226,e666a09a-9a92-35ea-8a6b-d6a18457954e
025286315,45b86186-9455-3ccf-9ffc-7e686f9f9564
025286315,d1384760-6c08-3152-9011-f0d8afcebb46
025286390,02c76fad-7343-3cbe-bbc4-09baf8ec65cb
025286390,34122c1d-a16f-3b01-b35e-d61a6cfdc1a3
025286455,b7f8dfe1-36e0-312c-a1a0-dccbb66634f7
025286463,458a9a9c-6b16-33eb-9ad8-ce18e9a21294
025286536,24a8d635-d1b1-3a89-a85d-e1cd764f817a
025286560,d0099bd7-18cb-3854-92d2-ed369d0e8cc1
025286633,54049492-475b-34e7-8153-1a1754376864
025286633,6080d0c6-7857-34e4-8309-3ca9aae278f0
02528665X,4d203fca-41b6-3fce-a8a4-ff32fd1c477b
025286684,1cedabb9-99c0-3b86-a3b4-176b343a48f1
025286684,a4d35bf7-d89c-3933-bb9d-aaee7f9e4db2
025286846,9e2a9d4e-449b-362e-93b6-93bfe4ebb3e7
025286870,eb75846c-c941-33e2-ae02-4f40d11987af
025286897,016e6141-011e-3f9d-81c3-0fc358689290
025286943,3bcec4d0-1107-33cc-813e-16342753f47c
025286951,5aeeab71-8909-3a9b-be3d-5817643119fc
025286951,50bb5090-a6b3-3c5f-bee6-5dbee9ace0d0
025287087,8ad4b348-3d3d-3dea-8974-fa32da688d14
025287087,6545c009-a148-3c1a-a68b-da4dcd22fea5
025287168,5407ff23-0576-30c6-a510-47b39ced2eb3
025287176,8168e787-982c-3175-a6b3-e335d60887de
025287176,624a8483-0aac-3e4d-9720-315820622577
025287206,894dccb8-7b59-332e-a8d5-5f99dca8c985
025287338,1bf9c687-3c52-3fcc-9af2-7296e634730f
025287362,fa4e4bf0-df45-3915-b9a0-379224495fee
025287389,8156eec9-3c7e-33af-a8e5-ff60bbd597a4
025287389,4b42306d-1b61-30f7-8f4b-32d343780649
025287427,13c81560-8623-3588-800f-686de348299f
025287451,35ec526e-55c3-36e4-bcc6-81a665d66b78
02528746X,d3708111-5114-3eb1-b840-4a644fe7c361
02528746X,214224c9-5783-32db-acd4-d172043fabc5
02528746X,6f4ffdb1-9b60-3288-94ab-d001a42269fa
025287494,849b4cee-d0a1-3901-ac1f-59ed8b7608a8
025287540,c43e4414-0920-3571-8a4a-929a23376d54
025287613,ca5cbfa7-c9e0-3210-8aa4-93ccdbaef6b0
025287613,4045330c-531d-38db-a956-ac926b04f424
025287621,0ffe0647-a17d-34f6-ae5e-6d242e98b5c2
025287621,f85d8ae3-da5b-3afd-9916-684952ceb6bf
025287788,ec9e0a13-f743-3855-941e-cbf0e84590ad
025287788,6fc160d3-9080-399b-b7fb-daceb83c7566
025287907,e275d0ab-77c6-3164-aa7d-c9eb9ca44750
025287958,fafc46f7-93e2-3932-aac8-9b085802d172
025287958,9ca1e73a-34f0-38a4-a95d-3fb168c95830
025287982,4c4d64f4-e3f7-36f1-b20b-3034ab4028d2
025288024,90072df4-4d45-3dab-9fd6-6e992711a8c3
025288024,ff66629f-7bce-30eb-b8a6-1fb3c743cf6f
025288105,bcb07c8d-5c67-3439-aeea-d9cfd40a919d
025288105,7249b4d3-afde-3be9-9e6f-329e4c5e9967
02528813X,f03131dd-3061-314c-b9df-9802e2f0f837
02528813X,48bbd61f-767f-3988-aa54-5574fb3940ae
025288148,fa217f52-8913-34c5-9802-90f3f3606c45
025288148,9e3ced5b-f850-3df8-8710-f4add205ea34
02528827X,d755360f-dbff-3db4-ba94-7640a0bbf78f
02528827X,ecc1e721-6c8b-31e7-a49c-52003b8b0064
02528830X,3143c285-e982-3470-bbad-3b286bcc5982
025288350,7b3b4266-8a62-375a-8a7c-31599579d767
025288369,1398cb25-28bf-3e26-af8e-f5aed251686f
025288377,4c42bd5f-0b51-3806-9ebf-f0aaec6cc609
02528844X,2b680426-ea2a-3ef8-a3d7-d47cec356b5b
025288512,c6355533-70e1-3c8d-a0d0-48b360918ae2
025288555,356d4134-e270-3f76-95e7-4313d9a28e2c
025288555,04695f1e-fe75-3620-b6ea-069035c2cfdc
025288644,419052b4-5e8b-3ebf-aafc-d8c3e2f0ca06
025288679,44a48284-51a2-3080-ae1a-c5da4c61b8b7
025288679,b57cb414-e7b6-3ea2-8850-0b8d0350ff45
025288709,d01bf9bd-695d-3e89-9f8e-58ea79a24415
025288709,26f2fbe6-21cf-3a37-b568-5d40c93f561c
025288725,823c980e-5322-3129-87d1-cd715d9cf3ad
025288733,c237517f-9b93-3cd5-944a-a933becea030
02528875X,1b8a0ca7-e33a-3db3-be8d-397316a0cf1d
02528875X,05ccc939-2129-395a-bde0-0c498d5ca440
025288768,26a0ac67-6c56-3eb7-bb61-a72d24698123
025288768,a92b7254-b1a0-3e99-93b4-1c8e4e03fef3
025288873,0a75e2bb-54fd-340a-a825-5e966475a315
025288873,ac983993-5f07-3bcd-8971-e838b785e8b5
025288903,4526b49d-c3b1-3470-a6a3-299d419f35cb
02528892X,1d8a3d5b-026c-3968-b9c0-b70c08eac669
02528892X,77bbba53-b363-3b50-abcd-6ed6a61a9e7b
025288938,749a2e3f-13c2-3aa3-847b-4c3d7e3432b3
025288997,a57843fd-b863-3a80-9ed5-0d62e793f6c6
025288997,3ea68802-2f5b-39e7-9241-e9291cf94334
025289152,fd8ba868-ae0a-3555-9ed7-af7f78662d5f
025289152,a81fecad-05c4-3461-ab27-7bf9adbc10ff
025289160,3a465eb2-46ce-3476-8d5c-e66da880016c
025289160,27c783c5-7abe-3d5e-b877-7bc48162fc2e
025289209,2533aa95-f512-3d24-8b0f-2a191a0d5fc6
025289209,7834dcf5-841e-35f7-844f-0fd3900ea799
025289233,da13c3d7-cca8-3b72-8255-7809250df565
025289233,b36ee4ad-bd50-3be4-a865-c831b3b23b32
025289284,3d18669b-e22c-3576-9f56-26cf34d02486
025289284,3b5e0f24-af0f-363e-800b-ee64004aea4f
025289314,47fc089e-c268-35cf-a1c9-612a360bc261
025289314,1399aa0c-b8b1-335b-b701-8efe5d916ce9
025289314,65d17951-8b79-308b-a750-474ccb9f6839
025289373,e68efc3d-7caa-35a5-907d-deedc9d1c1e9
025289403,67d1a950-387c-328a-a7c3-4311e5a6410c
025289403,cc1baf56-bd29-30f0-87fa-e117b8360def
025289411,50cf4cda-a9b0-3c27-89eb-8882335f6aef
025289411,c821f310-aa62-3fa3-81ec-75e29665acff
02528942X,0093d794-d829-3a13-bb6c-55c640a9fda9
02528942X,e0e8f1a9-8f1f-33cb-99d5-760020ba626d
025289446,2cf09e08-d813-37c2-ad66-4fee56e3a4b1
025289446,0cfbd3f3-30db-39d1-a378-e6fbd9ad0ca1
025289470,6e5184d1-1186-39f0-b4b9-2c6bc8c2d718
025289489,7ca6ac7d-98dd-3dd2-ab39-4bd676be194d
025289489,ad2356d9-88b9-3627-80b6-1e3a2377df42
025289497,444b65d8-8399-3e28-b7f4-f5b69eba01e7
025289500,a57d0b31-8de9-38de-b29d-2ff59b29039f
025289543,2511ccb3-fb4e-3cdf-9c51-67f59ece88cf
025289543,386a885c-8782-37f6-9d88-dc99f39fc742
025289616,bbcb30f8-4f71-3c4a-8f2a-1152ce4ab953
025289640,b4dea287-3060-3fd5-95ca-2ceda6365d1a
025289640,02339899-ea56-382c-b87d-397ab12f6e51
025289659,6622e59f-8efd-37e0-92e5-447bb0897255
025289659,a5840537-4ea6-38f4-8264-e48c6a9ae1ea
025289756,b59a12a3-497f-39cb-8df3-36181502d5fe
025289756,b0ef34e6-3d75-30bb-a284-bb16487d87d0
025289764,9e0f7bb0-bc9d-3f74-93eb-4edd61937f01
025289764,36ec26d6-6e38-3837-b927-767b142435b6
025289772,a7be05fd-242a-3069-b266-1f8dd00ff877
025289772,152ab635-ccda-3082-a0a9-d83b2882a558
025289780,a1080b54-93ad-3d93-8fcd-8f5cdec0626a
025289780,bd6c26a9-6cca-3e79-a2ed-7e4e4560b320
025289799,316b8bb3-8143-3715-bba4-3191b7741ac5
025289799,3dc7df0a-6368-3b44-93e5-10278c188484
025289802,ae8d36fe-417a-3d06-8a49-bd07a4836784
025289802,d176b136-07a4-3806-b4dd-f7b237888ecd
025289853,a4707f31-e732-3237-9495-28c927b63a11
02528987X,4bcc0799-35cd-3322-ae23-02e7b4f87b40
02528990X,a1c2fd1c-2838-34ec-956b-b974bc9fd3c6
025290010,2c432e84-ee41-308e-801b-a7e322599e37
025290053,8080a69a-8878-30cf-aec0-41d8315d5881
025290053,94f0144b-a6bd-3730-8c6a-1630fbb1b3c9
025290126,adc107b3-e63f-394c-bcaa-a5388c76a505
025290126,08382a32-e1e1-3421-8219-3fc055798a6b
025290150,aab46eb6-d62b-3b7c-aecc-5dc55aae0c0a
025290150,e54d8df1-09c9-3f70-88e7-13dfda9d727b
025290223,5a64ee0d-da60-35fd-9278-ef95c2084936
025290223,230eeb14-f68d-3d4d-8b67-ed13f4cfdb1c
025290274,9c902772-d0ab-3ed6-9d91-b2e467c6efca
025290533,a317a1b8-37f4-3bd7-8368-674aff93fdf2
025290533,3154b4a0-ab2f-30e1-b2dc-4842f94d05e4
02529055X,a317a1b8-37f4-3bd7-8368-674aff93fdf2
02529055X,3154b4a0-ab2f-30e1-b2dc-4842f94d05e4
025290568,6e681330-f658-3c04-b771-38f90db570dd
025290568,ff0b0657-1b21-33e4-be4e-56b8490e03af
025290584,35fbb2d8-0722-362b-b9e4-ec3d0beb08d9
025290584,3a21e456-6ca4-34e0-b70c-c41ed3f447b9
025290606,c30de995-c3d9-33d8-ad5a-26c50608f8da
025290606,15418357-ec27-3c12-9454-375aea053959
025290630,51da29b9-78cb-32f5-8891-49ec245918cf
025290630,c217dbf7-e405-3940-af67-7c30dc704d43
025290649,ebb9d352-1c59-34e5-a61d-2d323d187254
025290657,a5211b2b-8e3f-3218-8ce2-b5ba2fead91d
025290657,7f99cf0c-bbc7-3788-b0a2-35df7720822c
025290800,15f66eda-b1a0-398b-bc14-0a23baff236a
025290800,4a2f4c52-f6e4-3502-ae94-7f4c552de06b
02529086X,454c0938-7c31-3c18-951e-f31001a614d8
02529086X,76c7ad7f-e865-3265-a3e1-dfa08a3cfc7a
025290878,d13f2500-e15a-3fc4-b622-f641e813466f
025290878,1063cd76-e889-3e25-bbdb-f31dd241d249
025290886,69f391d2-98ad-31e5-b7d4-2029e48cc352
025290886,18ac1ad9-c749-3957-b665-b14438570a29
025290894,580c5684-f9a9-3994-9fac-942895043866
025290924,0e3dd179-e356-36b4-9849-e2808c312140
025290967,0886c80b-a348-3b84-b9fe-4185caee628b
025290967,72b2a5e6-71b3-380d-b162-0809de972726
025290991,71f775ea-c584-314b-93bb-f33576e44da4
025291017,c5cfc509-3dca-3255-b145-b3aaa58ff812
025291017,204370fe-6cc3-3233-96e8-bf949c097f24
025291025,31409353-6812-3f95-a047-6be5917eceea
025291025,908622b5-6f75-312c-98c5-c454f2571bee
025291068,acb334a6-c2b2-3c21-9e23-e059a0bb9488
025291092,1372484d-00e9-37b3-9058-5c18a89ce310
025291211,2ff69823-8ca6-3640-bdd8-5d95eef2eb05
025291211,f0b99f6b-0271-3d81-bae7-6080bc811bf7
025291262,f459445d-069d-38cb-9f69-eca3df92eebb
025291262,b7ae60fe-8be0-3981-a065-8af5954cf25c
025291297,7388ab3a-d35a-3fac-88fa-4e3019910f3b
025291297,14d7d1cd-811d-36ff-9470-a0b8b85cf7f2
025291319,75c1f7e0-0905-3354-ad35-f12bc0918cb8
025291327,c79a4b63-4cc8-3cc1-87de-678c24f396a1
025291327,3ff7c629-ee17-3096-8d31-575322642292
025291378,64b3071f-181b-32cc-8f3b-3371d1b340b6
025291378,50c16d55-7219-38b5-b690-a75c56cb7b00
025291408,78e223f6-5dc5-3989-aac2-6ba9c1cb60aa
025291408,1c4e7678-01d5-3d0b-a596-b413493e1bba
025291416,620b8e09-7edc-32a7-8544-552c659f3026
025291416,662bd4b3-12d6-3138-a323-eb0053ef50bc
025291424,8dd869d1-81cf-3a9e-b4a4-6ca8f5d94280
025291440,620b8e09-7edc-32a7-8544-552c659f3026
025291440,662bd4b3-12d6-3138-a323-eb0053ef50bc
025291459,9a344355-a66f-35ba-9782-6ebca550a5c8
025291467,895b343f-89be-33ac-bda9-6f7313b2c4e9
025291475,ce3892de-41ae-3356-8ee5-92d1eb89a6b8
025291548,d261626c-b10e-3af0-810f-4d3e5e50e66e
025291572,7c74d3c7-3bcb-3063-a30e-aee0d95fedf1
025291572,f08c9e7c-7428-3386-8656-0d7760374485
025291602,a19a5002-fb78-3ef1-817a-c1503556d965
025291602,7f200e45-7db2-33bd-952c-141ba881d82d
025291718,7f4a808b-9d91-3390-8e12-ffde490abbf4
025291742,324628c1-7760-3bb7-8320-f7314d2c65b2
025291769,2d5c106a-2f13-3258-a9ab-e4cbd4406ed3
025291769,fc90ee3c-781a-3df9-8674-38e6bfc022b1
025291807,6d564577-c284-3026-8ef3-d64e3aa374bb
025291815,61d03eba-02c1-3744-b5ca-2d1b4315ef0f
025291815,b03894d7-1b72-32cb-91a3-8c1f50f73b2d
02529184X,2e6679e0-7914-3272-9e1f-093657edde56
02529184X,e4c118aa-6cc0-350e-b8ea-5a0cb5eaa24e
025291874,54a81b64-f629-3f99-9075-ec1af15e5278
025291874,f01fe8cc-8b15-3dd5-9d93-d5e8a4669ec7
025291904,848dcc31-4c92-3d8d-bb86-513bdded5fb2
025291955,1912eebd-fb47-3686-84a3-3e30ca1fe548
025291963,1570ede5-50f4-3377-a08b-718ec8e6674c
02529198X,89504bba-d824-3e3e-8a42-b54e3f1c59ea
025292013,99b0dd84-fb17-3166-af60-87247c015683
025292013,bf5cfdaa-7189-3ce3-a220-63654fffbaa5
025292056,a56a5e57-45f8-3758-9581-ad1e0f11df37
025292056,9f1f0782-c68a-3726-82b7-4a6282ce9dfc
025292099,3b46e050-1a61-302e-8dd6-b8f58d2cf067
025292099,5a158b4d-7ce3-3083-a427-e1523d0c2f03
025292110,55bb3f03-001c-3eb3-8a0d-8e6e7675567f
025292269,ccb66559-58df-3478-b481-90e52cea7a7c
025292269,d26f5181-3efb-3bb0-9e37-ff8658098ac8
025292382,adecd160-7746-3fa9-901b-03266d4ff6b6
025292390,e1098ccb-f652-35ab-90b1-fa2f22c24a5c
025292404,626fdd73-6d55-3407-894a-9968da93b175
025292420,c7e23b5b-3613-3eb2-9d4d-7425a229a740
025292420,91d9393c-4280-3735-8b8c-cc201bbfdc84
025292471,99b3152f-3288-31f6-b386-27beb3927aaf
025292560,d829008a-624b-3dab-b269-ed6310b35dbd
025292560,63f166ce-1b11-31a2-b5b6-c45be7b35a11
025292595,b33e6384-1a0d-3578-8ccf-e5c6dd6a0226
025292625,3e2128a7-6310-39f3-af7b-5936eb3850bf
025292625,23cbdc85-918b-3117-93c1-d44dd4a3f722
025292722,3ce6b8a1-086b-37e3-a2ae-f31cb4c18bf0
025292722,646ba73c-254d-3ad3-8ef8-00d7b7644392
025292757,7d21afa7-ec67-3711-a96a-102e83d760d8
025292765,bb3f2444-d2dc-3eb8-b3a3-c1e16023ae0e
025292765,970a3850-4314-378d-94d2-455937632974
025292773,e61ed7ed-f47e-3c7c-b9ab-95757bacb0c2
025292773,bf84a507-f511-341f-8978-77cffbe1935f
025292803,b53f853d-96d2-3723-9b9a-3781980a7c3c
025292811,1bbe51e6-9de8-3f93-a17e-b53fef8ee762
025292935,1f5570e2-cbca-3e63-b534-d92977e9fe87
025292978,dd353d25-a052-39be-a7ca-6fb3fdf40a84
025292978,096f099f-f0ba-30b9-8834-356b6a434fa3
02529301X,127ae6e7-81fa-3b8c-a637-d6f0d8367dea
02529301X,6854fccb-d475-360e-ae62-12dd55c5ac41
025293095,7cfc5309-a8f4-3c6a-b59a-6fab2e92e879
025293095,7c2a3834-0333-3a96-a547-26c3919e926f
025293109,db164439-d359-3a8f-a74f-44d1dcf4d238
025293109,4060e9fb-a919-3663-bb59-392978b0062f
025293176,caa93e26-464e-3873-ae23-235c3efd2d8d
025293176,0e391515-8ff0-3988-8913-2f75a197e1f9
025293184,39e62eec-93d5-3f70-a12b-3f9239dcecd2
025293184,34620224-99ba-3998-b8fe-b6a3930e588c
025293230,5a0eb594-3660-302b-9e86-f6972cf1bcbc
025293230,9dda439d-1122-343e-950c-86d3d6a62a7c
025293230,e275a62c-6f70-3cdd-94c4-64a77b0048c2
025293257,33d482aa-04d1-3c32-909e-08af03bdca0a
025293257,b3eccc8f-3d1e-3bed-80de-87e199d0ecb1
025293311,a97c9957-edb0-3494-99ab-c78988540242
025293311,2e0279e3-32f4-3e92-9573-c7cf19ffc611
025293362,bd787190-7b80-3b84-aa03-9a565a69846e
025293591,1053b944-9c0c-3fb5-a25c-699e7dfb793d
025293591,5f1baaec-956b-3462-b371-af688b67704b
025293648,f241fb17-fb1b-3d57-8e51-a282213a01be
025293672,bb6dbc93-bce4-3366-9375-cb5bfe461935
025293702,72c0b60a-5f21-33f3-9bf2-0743441ad8f3
025293729,0c4981f6-5656-3805-a8f1-f65d818710c7
025293869,3f7800fc-a187-3200-ac0c-6f6bec2e3f00
025293869,8b9649ff-c8b7-3a14-bb31-7034fc8bc612
025293966,e649fe95-e0fe-31c2-a527-0f9e534a5855
025293966,16864011-ffeb-3859-9e49-f1d3627ae32b
025293974,5a3ee650-82d9-352b-8c05-9d7bb31fa7f3
025293982,472cf0ae-bb92-3869-9a53-72a9d086ff83
025293982,b5e1cda4-376f-30a9-9fa7-85ae2b87a2ac
025293990,fc66d263-685f-3074-bb5e-3673701e9044
025293990,1f475aba-e91a-3289-af26-b6229e82ebc2
025294024,f10f31dc-1e2c-30b3-80d0-31083899456a
025294024,ebcea3c1-51ea-31d6-9a61-a05013e049ba
025294040,a4415183-c110-37b2-9f2c-eb98e7c843ab
025294040,04aa9803-4d7b-3b18-a128-995d60251769
025294059,44f85c2b-2ff3-3b00-806c-5c144ed6f6a3
025294059,8292df49-69ab-3f85-8376-914b9b6fcead
025294083,9af0ea2c-2888-399d-b217-e89db522fa15
025294113,f6187bf9-99b2-36c3-a1e7-4380f390e2f1
025294113,d06a5316-9d26-3193-a317-dd0eaae069cc
025294121,c30e89a8-2967-3530-b021-23ae6f4f5e09
025294121,5739978f-81b1-3f96-a68e-ba247a4d6449
025294148,762762b0-26cc-31e7-bad3-5e239a245c14
025294148,6866105e-87d8-34b7-9acf-73591b6e524a
025294164,5736be81-d2da-31af-8005-0d6ecde26b1b
025294180,0fea4127-e480-3211-8a00-fbd207cadd89
025294180,52cd8eeb-937b-362c-9ba2-9e93e2ef4ba0
025294318,df9e9de0-6eff-3693-a6fe-42481d722925
025294415,905b10a5-b815-3c81-b11e-e1e057efceeb
025294431,4e58498e-db87-35e6-a321-6c517c1a3602
025294431,c231ecc6-f430-3596-8d47-c5483d9a9211
02529444X,78e0079c-af74-3529-b775-80663ced160d
025294466,0eb7b6b5-22b5-3fa4-9eea-4a93064d0086
025294512,31123009-5b7c-36d9-9e13-1290711d041e
025294563,1138b115-4022-32f8-b4be-364762b726da
025294563,1ef0d38d-991b-392f-b240-c7ad05312b9b
025294571,a339bbf3-774f-3193-85eb-63bfd7019fc5
025294571,715742d4-d7e6-3de8-bd05-a57ea18d8db3
025294598,6cd074a6-cdcc-3b49-82e9-e967b49b907e
025294598,984fcee0-bee5-3e12-8dfa-e1dfe7c1ffbc
025294652,85f6fa2d-ce53-3e58-88d5-193498f8783e
025294660,8a37fa77-8eb6-3364-9d3d-f392dd444319
025294849,15a20e3a-96b0-36b9-96fa-38d9ff7a5f8e
025294970,eebfff8f-72a9-3dc0-9ecc-bfdaefacb04f
025294970,f768aee1-f959-35c0-b63f-68900b4ba462
025295063,d153e691-0fed-316a-bd4d-e8cb9968518e
025295063,ed38fcaa-39ec-3ddf-9320-274dd97cfcac
025295098,55bb3f03-001c-3eb3-8a0d-8e6e7675567f
02529511X,bf424da5-f233-35f8-94f0-945b0d2fbf6c
02529511X,6ebcaf23-3f17-3044-bcf9-e5ac3c109dff
025295128,bcc04dd0-9be5-33c3-8de8-eb66b386a6cb
025295128,3336700e-0a1b-3d47-8b60-6cfdcab4353a
025295144,1399aa0c-b8b1-335b-b701-8efe5d916ce9
025295144,6d681101-4710-39f8-b824-ca377878ddd2
025295160,9acb74c1-a4e1-397c-8bbb-1162ec0198cf
025295217,a9a05cd8-54c9-349d-9d01-2a89277459ce
025295217,195d5046-b476-33e8-b506-552ffac43f45
025295268,f7abb4e9-506c-3f0e-a970-6f3d09a8fd73
025295365,3abdc83a-20e1-3285-8770-907a309c4b33
025295527,26101ef2-17e9-347a-a6e1-48569a37f9d4
025295527,968fa2e0-f369-3b52-8301-11fc5f9c4832
025295543,d8eb509e-706b-3935-927e-268d5ba692d1
025295578,f55e986a-8df0-3d65-8dc2-296aa42e4b1e
025295659,3b52305a-b432-3186-8fb1-9f7b28820c17
025295659,5f385d47-4aff-3563-9740-e2795ae71a71
025295713,f71612ed-1379-39ef-a47a-7dddaa6d7188
025295713,d70e7088-ac9b-39b1-9020-b79cb3352fdf
025295810,c49e129c-78da-32fe-9fab-38f6b43b5130
025295810,a921aa84-0dc2-38b4-9554-8862c4277035
025295829,088c65f1-10dd-31ba-b63a-d65d989aee03
025295837,2b0cc5da-ccdb-319b-a5be-88b6a4adb12c
025295837,52395e33-b7c6-31b5-8cad-940013cd2fa0
025295942,0cc82c52-62f2-39f8-acff-3ff14d4d3ee0
025295977,2f3f08ba-c2ee-3999-88f7-b02288e719bb
025296000,dcf8e1ae-b738-362c-a6f4-a46b59c42bac
025296019,7d6c3144-0d21-3cc2-bfed-9fa45eb30760
02529606X,324628c1-7760-3bb7-8320-f7314d2c65b2
025296388,ddb22ca3-7a8a-3927-a99f-96ff9051a977
025296485,5d0c09d7-1350-374d-90c9-a04fe340c76f
025296485,38526db0-cd7a-3e7b-bc8a-cf6168041004
025296558,5ea5e519-526d-352b-833d-19f90d5366ab
025296558,aa1356d1-3040-3af3-99a1-ea2a6c63290b
025296728,413050f9-119f-33b1-a003-8ba41d098b71
025296760,b57fa1a4-fe40-348b-a0d2-70c381e7979e
025296760,62969761-eb21-3e82-8ebd-d5e62df1e6af
025296795,71bbd922-e60d-397e-913e-f69e0dc7e9f8
025296833,7bdfbca4-9b38-3def-8043-b9aa3354eaea
025296833,2c00e085-b06d-3165-83e4-60d1a7dc3eba
025296930,fa3b81fc-973a-3425-95c5-f4e0b359cb6a
025296930,f5b45884-c9ed-34d3-9f0b-8f17bc09e62e
025297171,60221a14-cb1d-38a3-8c90-4b063bcc11aa
025297333,2983715b-f3e5-3304-85a4-c94098c88131
025297333,da095509-3eab-30bc-a200-b4bf42546619
025297392,3a2b8694-03d0-387c-ae81-8235adeef051
025297406,0ffe0647-a17d-34f6-ae5e-6d242e98b5c2
025297406,c9902959-7c72-3abb-b074-6a2dc0268973
025297414,dd5ec95b-7558-3b93-8f66-477f86a9bb53
025297414,a344d0f9-765d-3601-816f-f4d8191d4f03
025297465,5c7b0c3d-2f13-39a4-97c9-15d77521a30c
025297473,5e9e5401-3058-3c81-8a8d-2fa0a6d202b4
025297473,8233a42e-6412-30f4-9656-da5c6de47005
025297503,1a35f572-8647-3276-80fd-f27e1087871b
025297503,46276739-4be2-3305-ba1d-66065bb43e62
025297554,8866d488-f8b2-3d50-8ee3-c1b2a1281381
025297562,61d03eba-02c1-3744-b5ca-2d1b4315ef0f
025297562,ec08d940-72ae-39fd-966e-c31beab0185f
025297562,7121caa9-79b2-302f-a80b-0400b7a0778a
025297597,5bc510b1-3dcb-3426-8422-331bf2cb1875
025297651,20ebec29-5977-3bcc-913c-28c9de69e9b6
02529766X,04bb0739-d060-36ed-99ff-8c586614d049
025297716,e7abbaec-33e5-3688-a3a1-f355aab05744
025297716,be9f7419-ab3b-3eac-9a7c-b6323b82d107
025297767,f6b850a1-3c3d-3ff9-9dbd-9804d355eba7
025297767,f7e843cf-a43c-39bd-977e-0feb21a68585
025297783,f605cf95-d1ef-356e-bce8-be6740a065a9
02529783X,1dcb3ea5-bedd-335d-8e13-cc3715708800
02529783X,925b229a-10ba-3570-b14b-0251c6377f36
025297848,ec8cf7a4-1cd0-3b34-ae79-b0d4cd4baa87
025297848,5a4b6674-1533-3788-a018-7330a703d616
025297856,c9c5ed09-64f4-3bc0-aa92-36a1aa0b69fd
025297856,eb1f534e-e6bd-3d5d-8fdd-e0c645f8c5fe
025297872,58e5904f-69b4-3850-b8c7-38d527b5cc21
025297872,18262f1c-7d24-3f22-a38f-b31e7634d289
025297910,9fa6ec2c-44e3-39c9-b3ab-fcddb1fb0308
025297910,7dae8d83-2edb-33c4-998f-13a942b69fbf
025297937,6495507f-f8a6-31a8-9db2-3c904871242c
025297937,31b0eabe-040e-3613-a76f-1efea1b85ae9
025297945,f8c0c6f5-39b5-35c2-8b18-ac1dd1440b54
025297945,8b9d47b8-87fb-3bea-94ea-0f376007c445
025297961,4b8ad8a0-fb0a-3212-ae9c-3d5d741a86a9
025298003,554d6779-9361-3c8a-9069-cf6386facd96
025298038,70a36220-f782-3f68-a90a-6a00506428b8
025298089,66cc9de4-a7bd-3bf1-b5d8-6f788a26f98b
025298232,582e56bb-a4a7-34d3-a0e7-7ceb7c3ec1e3
025298240,85671207-1306-37d9-82f0-bdb94a303350
025298240,bae6324a-2e05-3088-a70e-4da118b643f9
025298240,7e318477-c9da-3957-bfb0-13accd126bba
025298275,61d03eba-02c1-3744-b5ca-2d1b4315ef0f
025298275,88c76452-f6ae-3d84-b86d-da367048ffff
025298348,8fdabf6f-ef70-3df5-89e0-3968a040f1e2
025298348,ce6a9be0-1441-36fc-8ac3-2e00df22bf81
025298356,9509b0a0-6bb2-326f-8577-119eec90ba7e
025298356,cb80bb76-e60c-3f7e-b717-64e76b6a891e
025298402,c41e2004-1f43-38d5-94a1-2fdd9ad6c33a
025298410,06220fe1-20f4-3049-a656-5a34ace84ec9
025298410,f924d4d8-5b1b-3f22-aa3e-6a42fa5ac2a5
025298453,2b75888f-4fb5-3fa9-be95-2f7adb8c0bc2
025298453,60fae7a6-bcd8-391e-bc06-388b87cab1e2
025298518,63f79c79-06b5-31fc-9410-21009662fca2
