"000000094","245","1","0","c","Hans Bergmann, Uwe Bergmann, Horst Steibl"
"000000094","260"," "," ","a","Stuttgart"
"000000094","260"," "," ","b","Klett"
"000000094","260"," "," ","c","2004"
"000000094","300"," "," ","a","223 S"
"000000094","300"," "," ","b","Ill"
"000000094","690"," ","7","B","u"
"000000094","690"," ","7","a","Lehrmittel"
"000000094","690"," ","7","2","abn YS"
"000000094","691"," ","7","B","u"
"000000094","691"," ","7","u","51"
"000000094","691"," ","7","2","abn YM"
"000000094","700","1"," ","a","Bergmann"
"000000094","700","1"," ","D","Uwe"
"000000094","700","1"," ","a","Steibl"
"000000094","700","1"," ","D","Horst"
"000000094","950"," "," ","B","ABN"
"000000094","950"," "," ","P","100"
"000000094","950"," "," ","E","1-"
"000000094","950"," "," ","a","Bergmann"
"000000094","950"," "," ","D","Hans"
"000000094","950"," "," ","B","ABN"
"000000094","950"," "," ","P","700"
"000000094","950"," "," ","E","1-"
"000000094","950"," "," ","a","Bergmann"
"000000094","950"," "," ","D","Uwe"
"000000094","950"," "," ","B","ABN"
"000000094","950"," "," ","P","700"
"000000094","950"," "," ","E","1-"
"000000094","950"," "," ","a","Steibl"
"000000094","950"," "," ","D","Horst"
"000000094","986"," "," ","a","SWISSBIB"
"000000094","986"," "," ","b","000000094"
"000000094","898"," "," ","a","BK020000"
"000000094","898"," "," ","b","XK020000"
"000000094","898"," "," ","c","XK020000"
"000000094","949"," "," ","B","ABN"
"000000094","949"," "," ","C","ABN51"
"000000094","949"," "," ","D","ABN01"
"000000094","949"," "," ","E","000300074"
"000000094","949"," "," ","F","AKS"
"000000094","949"," "," ","b","AKS"
"000000094","949"," "," ","c","AKMN"
"000000094","949"," "," ","j","AKSA 51 BERG"
"000000094","949"," "," ","p","AKA02030465X"
"000000094","949"," "," ","q","000300074"
"000000094","949"," "," ","r","000010"
"000000094","949"," "," ","0","Alte Kantonsschule Aarau"
"000000094","949"," "," ","1","Medienzentrum Naturwissenschaften + Technik"
"000000094","949"," "," ","3","BOOK"
"000000094","949"," "," ","4","11"
"000000094","949"," "," ","5","1 Monat"
"000000094","leader","","","","cam a22     4  4500""
"000000108","001","","","","000000108""
"000000108","003","","","","CHVBK""
"000000108","005","","","","20140814164115.0""
"000000108","008","","","","080401m18151818gw            00    ger""
"000000108","019"," "," ","a","03600517"
"000000108","019"," "," ","5","jk"
"000000108","035"," "," ","a","(OCoLC)610978730"
"000000108","035"," "," ","a","(ABN)000350050"
"000000108","040"," "," ","a","CH-AaAKB"
"000000108","100","1"," ","a","Brenner"
"000000108","100","1"," ","D","Fr"
"000000108","245","1","0","a","Freye Darstellung der Theologie in der Idee des Himmelreichs: oder Neueste katholische Dogmatik nach den Bedürfnissen unserer Zeit"
"000000108","245","1","0","c","F. Brenner"
"000000108","260"," "," ","a","Bamberg"
"000000108","260"," "," ","b","Goebhardt"
"000000108","260"," "," ","c","1815-1818"
"000000108","300"," "," ","a","3 Bde"
"000000108","909"," ","7","f","Rekat BBI"
"000000108","909"," ","7","2","idsuzh U2"
"000000108","950"," "," ","B","ABN"
"000000108","950"," "," ","P","100"
"000000108","950"," "," ","E","1-"
"000000108","950"," "," ","a","Brenner"
"000000108","950"," "," ","D","Fr"
"000000108","986"," "," ","a","SWISSBIB"
"000000108","986"," "," ","b","000000108"
"000000108","898"," "," ","a","BK020000"
"000000108","898"," "," ","b","XK020000"
"000000108","898"," "," ","c","XK020000"
"000000108","949"," "," ","B","ABN"
"000000108","949"," "," ","C","ABN51"
"000000108","949"," "," ","D","ABN01"
"000000108","949"," "," ","E","000350050"
"000000108","949"," "," ","F","AKB"
"000000108","949"," "," ","b","AKB"
"000000108","949"," "," ","c","AKBMA"
"000000108","949"," "," ","j","AKB V 1409"
"000000108","949"," "," ","p","350050-10"
"000000108","949"," "," ","q","000350050"
"000000108","949"," "," ","r","000010"
