"025256580","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256580/about"
"025256580","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256580","rdau:P60163","http://sws.geonames.org/2921044/"
"025256580","dct:contributor","http://data.swissbib.ch/person/87b12925-c4b5-349e-9887-2b339992e7d4"
"025256580","rdau:P60339","Walter Rein ; nach Dichtungen von Hans Wegmann"
"025256580","dc:format","1 Partitur"
"025256580","dct:bibliographicCitation","Das neue Chorlied"
"025256580","dct:hasPart","Dämmernder Tag. Strahlender Mittag. Des Tages Glut ist ausgetan"
"025256580","dct:contributor","http://data.swissbib.ch/person/a6445138-b4f5-39e1-82f2-9c1ec4260cad"
"025256580","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256580","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256580","dct:issued","1949"
"025256580","dct:title","Drei Gesänge vom Tage : für vierstimmigen Männerchor"
"025256599","@type","http://purl.org/dc/terms/BibliographicResource"
"025256599","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256599","@id","http://data.swissbib.ch/bibliographicResource/025256599"
"025256599","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256599/about"
"025256599","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256599","rdau:P60163","http://sws.geonames.org/2921044/"
"025256599","dct:contributor","http://data.swissbib.ch/person/6f872d83-5208-37a5-9012-a04af2a978fc"
"025256599","rdau:P60339","F. Mendelssohn"
"025256599","dc:format","1 Klavierauszug"
"025256599","dct:bibliographicCitation","Klassische Chorstücke ; No. 4. "
"025256599","rdau:P60470","Transposition von original D-Dur nach Es-Dur, nur 2. Teil des Satzes"
"025256599","rdau:P60470","Originalbesetzung: Sopran (2), Alt, Chor, Orchester"
"025256599","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256599","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256599","dct:issued","1900-1999"
"025256599","dct:title","Ein Herz voll Frieden : Terzett mit ein- bis dreistimmigen Chor : für Solostimmen, Frauenchor und Klavierbegleitung : [1854, op. 74, MWV M 16]"
"025256629","@type","http://purl.org/dc/terms/BibliographicResource"
"025256629","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256629","@id","http://data.swissbib.ch/bibliographicResource/025256629"
"025256629","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256629/about"
"025256629","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256629","rdau:P60163","http://sws.geonames.org/2921044/"
"025256629","dct:contributor","http://data.swissbib.ch/person/acbb0f51-142c-3781-926c-4c642aa49e86"
"025256629","rdau:P60339","Ernst Lothar v. Knorr ; nach Gedichten von Josef Weinheber"
"025256629","dc:format","1 Partitur"
"025256629","dct:bibliographicCitation","Das neue Chorlied"
"025256629","dct:hasPart","Vorfrühling. Glocken und Zyanen. Still zu wissen. Die Uhr"
"025256629","dct:contributor","http://data.swissbib.ch/person/d71a3dd2-f622-35d8-93e1-4cbdbcb0e887"
"025256629","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256629","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256629","dct:issued","1949"
"025256629","dct:title","Vier Gesänge : für vierstimmigen gemischten Chor a cappella"
"02525667X","@type","http://purl.org/dc/terms/BibliographicResource"
"02525667X","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"02525667X","@id","http://data.swissbib.ch/bibliographicResource/02525667X"
"02525667X","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/02525667X/about"
"02525667X","dct:language","http://lexvo.org/id/iso639-3/deu"
"02525667X","rdau:P60163","http://sws.geonames.org/2658434/"
"02525667X","dct:contributor","http://data.swissbib.ch/person/5f7d0dff-fd43-3666-a1fc-9654c065b9b5"
"02525667X","rdau:P60339","Albert A. Müller"
"02525667X","dc:format","1 Bd ; fol"
"02525667X","rdau:P60470","[Maschinenschrift]"
"02525667X","work","02525667X"
"02525667X","bf:instanceOf","http://data.swissbib.ch/work/02525667X"
"02525667X","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1020"
"02525667X","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"02525667X","rdf:type","http://purl.org/ontology/bibo/Book"
"02525667X","dct:issued","1950"
"02525667X","dct:title","Die Zentralbibliothek Luzern : Organisations-Probleme"
"025256696","@type","http://purl.org/dc/terms/BibliographicResource"
"025256696","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256696","@id","http://data.swissbib.ch/bibliographicResource/025256696"
"025256696","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256696/about"
"025256696","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256696","rdau:P60163","http://sws.geonames.org/2921044/"
"025256696","dct:contributor","http://data.swissbib.ch/person/1293a101-b8fb-31a6-8bf6-c6c167fdac88"
"025256696","rdau:P60339","von Robert Waldhausen"
"025256696","bibo:edition","5., vollständig umgearb. Aufl"
"025256696","dc:format","106 S ; 21 cm"
"025256696","work","025256696"
"025256696","bf:instanceOf","http://data.swissbib.ch/work/025256696"
"025256696","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1020"
"025256696","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256696","rdf:type","http://purl.org/ontology/bibo/Book"
"025256696","dct:issued","1893"
"025256696","dct:title","Jüdisches Erwerbsleben : Skizzen aus dem sozialen Leben der Gegenwart"
"025256718","@type","http://purl.org/dc/terms/BibliographicResource"
"025256718","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256718","@id","http://data.swissbib.ch/bibliographicResource/025256718"
"025256718","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256718/about"
"025256718","dct:language","http://lexvo.org/id/iso639-3/eng"
"025256718","rdau:P60163","http://sws.geonames.org/2635167/"
"025256718","dct:contributor","http://data.swissbib.ch/person/b8deaa75-2014-3e2a-ac3b-d8995e915de2"
"025256718","rdau:P60339","Zoltán Kodály ; english version by Percy M. Young"
"025256718","dc:format","1 Partitur"
"025256718","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256718","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256718","dct:issued","1963"
"025256718","dct:title","Communion : anthem : for S. (S.) A. (A.) T. B. unaccompanied"
"025256726","@type","http://purl.org/dc/terms/BibliographicResource"
"025256726","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256726","@id","http://data.swissbib.ch/bibliographicResource/025256726"
"025256726","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256726/about"
"025256726","dct:language","http://lexvo.org/id/iso639-3/eng"
"025256726","rdau:P60163","http://sws.geonames.org/2635167/"
"025256726","dct:contributor","http://data.swissbib.ch/person/c692aaaa-e42c-39ad-878f-806431efb489"
"025256726","rdau:P60339","<by Hendrik Willem Van Loon"
"025256726","dc:format","315 S : Ill., Kt., Titelbild, Textabb ; 22 cm"
"025256726","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1020"
"025256726","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256726","rdf:type","http://purl.org/ontology/bibo/Book"
"025256726","dct:issued","1952"
"025256726","dct:title","The story of the Pacific"
"025256734","@type","http://purl.org/dc/terms/BibliographicResource"
"025256734","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256734","@id","http://data.swissbib.ch/bibliographicResource/025256734"
"025256734","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256734/about"
"025256734","dct:language","http://lexvo.org/id/iso639-3/fra"
"025256734","rdau:P60163","http://sws.geonames.org/2658434/"
"025256734","dct:contributor","http://data.swissbib.ch/person/902cef49-6747-3f31-94e4-50167ed27ead"
"025256734","rdau:P60339","Claude Goudimel ; mise en partition par Henri Gagnebin ; texte original de Clément Marot"
"025256734","dc:format","1 Partitur"
"025256734","dct:bibliographicCitation","Edition Cantate Domino"
"025256734","dct:contributor","http://data.swissbib.ch/person/281ec947-896c-3bc8-8e9c-8786dd5e2917"
"025256734","dct:contributor","http://data.swissbib.ch/person/911307ba-9f26-3230-9e14-a171665ce889"
"025256734","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256734","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256734","dct:issued","1900-1999"
"025256734","dct:title","Psaume 1 : Qui au conseil des malins n'a esté = Beatus vir qui non abiit"
"025256742","@type","http://purl.org/dc/terms/BibliographicResource"
"025256742","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256742","@id","http://data.swissbib.ch/bibliographicResource/025256742"
"025256742","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256742/about"
"025256742","dct:language","http://lexvo.org/id/iso639-3/ita"
"025256742","rdau:P60163","http://sws.geonames.org/3175395/"
"025256742","dct:contributor","http://data.swissbib.ch/person/beed6e6e-4a1e-3b6d-9f38-c3f3c235cc8d"
"025256742","rdau:P60339","F.P. Neglia"
"025256742","dc:format","1 Klavierauszug"
"025256742","dct:hasPart","Canzoncina N. 1 per voce con accompagnamento d'organo (od armonio). Canzoncina N. 2 per due voci pari con accompagnamento d'organo (od armonio)"
"025256742","work","02518539X"
"025256742","bf:instanceOf","http://data.swissbib.ch/work/02518539X"
"025256742","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256742","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256742","dct:issued","1954"
"025256742","dct:title","Duo canzoncine religiose : op. 65 "p" (1916)"
"025256750","@type","http://purl.org/dc/terms/BibliographicResource"
"025256750","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256750","@id","http://data.swissbib.ch/bibliographicResource/025256750"
"025256750","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256750/about"
"025256750","dct:language","http://lexvo.org/id/iso639-3/eng"
"025256750","rdau:P60163","http://sws.geonames.org/6252001/"
"025256750","bibo:isbn13","9780193856967"
"025256750","bibo:isbn10","0193856964"
"025256750","dct:contributor","http://data.swissbib.ch/person/68c291c7-a481-374d-a227-5435900bc0d9"
"025256750","rdau:P60339","R. Vaughan Williams ; accompaniment arr. by John Bavicchi"
"025256750","dc:format","1 Partitur + + 8 Stimmen"
"025256750","rdau:P60470","Originalbesetzung: Chor, Orgel"
"025256750","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256750","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256750","dct:issued","1984"
"025256750","dct:title","At the name of Jesus : anthem vor mixed choir and congregation : accompanied by brass quintet with optional timpani and organ"
"025256769","@type","http://purl.org/dc/terms/BibliographicResource"
"025256769","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256769","@id","http://data.swissbib.ch/bibliographicResource/025256769"
"025256769","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256769/about"
"025256769","dct:language","http://lexvo.org/id/iso639-3/und"
"025256769","rdau:P60163","http://sws.geonames.org/2921044/"
"025256769","dct:contributor","http://data.swissbib.ch/person/579e5b68-21f8-31f0-a999-e1b390737d26"
"025256769","rdau:P60339","Max Reger ; hrsg. von Egon Voss ; Fingersatz von Helmut Brauss"
"025256769","dc:format","17 S ; 31 cm"
"025256769","rdau:P60470","Urtext"
"025256769","dct:contributor","http://data.swissbib.ch/person/2ff74b7d-0bd2-32c5-844d-26bbb58e8a84"
"025256769","dct:contributor","http://data.swissbib.ch/person/7442f42f-4727-374e-9657-6ee66350e047"
"025256769","work","025256769"
"025256769","bf:instanceOf","http://data.swissbib.ch/work/025256769"
"025256769","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256769","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256769","dct:issued","2003"
"025256769","dct:title","Fünf Humoresken, op. 20 : Five humoresques, op. 20"
"025256777","@type","http://purl.org/dc/terms/BibliographicResource"
"025256777","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256777","@id","http://data.swissbib.ch/bibliographicResource/025256777"
"025256777","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256777/about"
"025256777","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256777","rdau:P60163","http://sws.geonames.org/2658434/"
"025256777","dct:contributor","http://data.swissbib.ch/person/1d6e8cec-c602-3eae-8d09-ac06b0e888b6"
"025256777","rdau:P60339","Oswald Jaeggi ; nach Texten von Erwin Schneiter"
"025256777","dc:format","1 Partitur"
"025256777","dct:bibliographicCitation","Edition Lucerna"
"025256777","dct:hasPart","Das Spiegelbild. Die Libelle. Kleines Saatgebet. Begegnung. Auf einer Insel. Kleines Gebet. Einsame Nacht. Abend am See. Gepflügte Erde"
"025256777","work","025256777"
"025256777","bf:instanceOf","http://data.swissbib.ch/work/025256777"
"025256777","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256777","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256777","dct:issued","1900-1999"
"025256777","dct:title","Lieder der Stille : ein Liederzyklus für hohe Stimme (Tenor oder Sopran) und Klavier"
"025256785","@type","http://purl.org/dc/terms/BibliographicResource"
"025256785","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256785","@id","http://data.swissbib.ch/bibliographicResource/025256785"
"025256785","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256785/about"
"025256785","dct:language","http://lexvo.org/id/iso639-3/ita"
"025256785","rdau:P60163","http://sws.geonames.org/2658434/"
"025256785","dct:contributor","http://data.swissbib.ch/person/ab184ae7-44c7-3f13-800f-d45393000afb"
"025256785","rdau:P60339","Hans-Niklas Kuhn"
"025256785","dc:format","1 Partitur"
"025256785","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256785","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256785","dct:issued","1991"
"025256785","dct:title","Raumfahrt : für Sopran, Klarinette & Harfe : (1991)"
"025256793","@type","http://purl.org/dc/terms/BibliographicResource"
"025256793","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256793","@id","http://data.swissbib.ch/bibliographicResource/025256793"
"025256793","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256793/about"
"025256793","dct:language","http://lexvo.org/id/iso639-3/ita"
"025256793","rdau:P60163","http://sws.geonames.org/2658434/"
"025256793","dct:contributor","http://data.swissbib.ch/person/ab184ae7-44c7-3f13-800f-d45393000afb"
"025256793","rdau:P60339","Hans-Niklas Kuhn"
"025256793","dc:format","1 Partitur"
"025256793","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256793","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256793","dct:issued","1987"
"025256793","dct:title","Bild : für 6 Instrumente : (1987)"
"025256807","@type","http://purl.org/dc/terms/BibliographicResource"
"025256807","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256807","@id","http://data.swissbib.ch/bibliographicResource/025256807"
"025256807","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256807/about"
"025256807","dct:language","http://lexvo.org/id/iso639-3/ita"
"025256807","rdau:P60163","http://sws.geonames.org/2658434/"
"025256807","dct:contributor","http://data.swissbib.ch/person/ab184ae7-44c7-3f13-800f-d45393000afb"
"025256807","rdau:P60339","Hans-Niklas Kuhn"
"025256807","dc:format","1 Partitur"
"025256807","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256807","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256807","dct:issued","1989"
"025256807","dct:title","Klaviertrio "Wiederholungen" : (1989)"
"025256815","@type","http://purl.org/dc/terms/BibliographicResource"
"025256815","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256815","@id","http://data.swissbib.ch/bibliographicResource/025256815"
"025256815","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256815/about"
"025256815","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256815","rdau:P60163","http://sws.geonames.org/2921044/"
"025256815","rdau:P60339","hrsg. von Friedrich Hofmann"
"025256815","bibo:edition","[Verschiedene Aufl.]"
"025256815","dc:format","2 Bd. (Partituren)"
"025256815","dct:bibliographicCitation","Edition Merseburger ; 350-350A. "
"025256815","dct:contributor","http://data.swissbib.ch/person/c6afcc8f-1cbd-335d-8322-d6709c3cf770"
"025256815","work","025256815"
"025256815","bf:instanceOf","http://data.swissbib.ch/work/025256815"
"025256815","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256815","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256815","dct:issued","1961"
"025256815","dct:title","Klingende Runde : geselliges Chorbuch für gemischte Stimmen"
"025256823","@type","http://purl.org/dc/terms/BibliographicResource"
"025256823","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256823","@id","http://data.swissbib.ch/bibliographicResource/025256823"
"025256823","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256823/about"
"025256823","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256823","rdau:P60163","http://sws.geonames.org/2921044/"
"025256823","dct:contributor","http://data.swissbib.ch/person/78acdfd6-6f5e-3c35-8605-9d92ce52f8a6"
"025256823","rdau:P60339","Cesar Bresgen"
"025256823","dc:format","1 Partitur"
"025256823","dct:bibliographicCitation","Chorbuch / Cesar Bresgen ; H. 5. "
"025256823","dct:hasPart","Haussegen. Grüner Zweig. Was einer ist, was einer war. Über den silbernen Bergen. Will die Nacht herniedersinken. Reif und Schnee. Spätherbst"
"025256823","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256823","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256823","dct:issued","1958"
"025256823","dct:title",""Reif und Schnee" : Chorsätze zu 3-5 Stimmen"
"025256831","@type","http://purl.org/dc/terms/BibliographicResource"
"025256831","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256831","@id","http://data.swissbib.ch/bibliographicResource/025256831"
"025256831","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256831/about"
"025256831","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256831","rdau:P60163","http://sws.geonames.org/2921044/"
"025256831","dct:contributor","http://data.swissbib.ch/person/78acdfd6-6f5e-3c35-8605-9d92ce52f8a6"
"025256831","rdau:P60339","Cesar Bresgen"
"025256831","dc:format","1 Partitur"
"025256831","dct:bibliographicCitation","Chorbuch / Cesar Bresgen ; H. 4. "
"025256831","dct:hasPart","Es fiel eine Himmelstaue. Maria im Dornwald. Täublein weiss. Den geboren hat ein Magd. Unter Lieben Frauen Traum. Maria Kaiserin. Maria Königin. O Königin, mildreiche Frau. Ave Maria Klare. Mariä Himmelfahrt. Dich, Mutter Gottes, rufen wir an. Marienruf"
"025256831","work","025256831"
"025256831","bf:instanceOf","http://data.swissbib.ch/work/025256831"
"025256831","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256831","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256831","dct:issued","1957"
"025256831","dct:title",""Es fiel eine Himmelstaue" : Marienlieder und Rufe"
"025256858","@type","http://purl.org/dc/terms/BibliographicResource"
"025256858","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256858","@id","http://data.swissbib.ch/bibliographicResource/025256858"
"025256858","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256858/about"
"025256858","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256858","rdau:P60163","http://sws.geonames.org/2921044/"
"025256858","dct:contributor","http://data.swissbib.ch/person/d03f7580-2438-3c84-9ed5-d92bdfde3dd6"
"025256858","rdau:P60339","Joh. Valentin Görner"
"025256858","dc:format","1 Partitur + + 2 Stimmen"
"025256858","dct:bibliographicCitation","Organum. Reihe 2, Weltliche Gesangsmusik ; Nr. 15. "
"025256858","rdau:P60470","Nr. 5 ferner mit Begleitung von 2 Hörnern)"
"025256858","dct:hasPart","An die Freude. Der Frühling. Der Mai. Die Rose. Die Alster. Der Kuss. Das Kind. Der verliebte Bauer. Der ordentliche Hausstand. Der Lauf der Welt. Der Wein. Das Beispiel. Burgunder-Wein"
"025256858","work","025256858"
"025256858","bf:instanceOf","http://data.swissbib.ch/work/025256858"
"025256858","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1010"
"025256858","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256858","dct:issued","1930"
"025256858","dct:title","Ausgewählte neue Oden und Lieder : für eine Singstimme und Generalbass"
"025256874","@type","http://purl.org/dc/terms/BibliographicResource"
"025256874","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256874","@id","http://data.swissbib.ch/bibliographicResource/025256874"
"025256874","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256874/about"
"025256874","dct:language","http://lexvo.org/id/iso639-3/gsw"
"025256874","rdau:P60163","http://sws.geonames.org/2658434/"
"025256874","bibo:isbn13","9783305003464"
"025256874","bibo:isbn10","3305003464"
"025256874","dct:contributor","http://data.swissbib.ch/person/74c985ce-cb03-3f46-8105-46b92205de8b"
"025256874","rdau:P60339","Hanni Salvisberg"
"025256874","bibo:edition","4. Aufl., 31.-38. Tsd"
"025256874","dc:format","72 S ; 25 cm"
"025256874","work","025256874"
"025256874","bf:instanceOf","http://data.swissbib.ch/work/025256874"
"025256874","rdau:P60049","http://rdvocab.info/termList/RDAContentType/1020"
"025256874","rdau:P60050","http://rdvocab.info/termList/RDAMediaType/1007"
"025256874","rdf:type","http://purl.org/ontology/bibo/Book"
"025256874","dct:issued","2003"
"025256874","dct:title","Züpfe u Suppe : Gschichte"
"025256882","@type","http://purl.org/dc/terms/BibliographicResource"
"025256882","@context","https://resources.swissbib.ch/bibliographicResource/context.jsonld"
"025256882","@id","http://data.swissbib.ch/bibliographicResource/025256882"
"025256882","rdfs:isDefinedBy","http://data.swissbib.ch/bibliographicResource/025256882/about"
"025256882","dct:language","http://lexvo.org/id/iso639-3/deu"
"025256882","rdau:P60163","http://sws.geonames.org/2635167/"
